Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Teaching Hospital,Not available,50696.0,11289.0,Keck Hospital Of Usc,Not available,Not available,Not available,Not available,LOS ANGELES,CA,90033,Not available,Not available,50.0,09/26/2021,851396783,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310015.0,10713.0,MORRISTOWN MEDICAL CENTER,Not available,Not available,Not available,Not available,MORRISTOWN,NJ,07960,Not available,Not available,1000.0,04/13/2021,835920481,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,217821.0,1790796555.0,MARK,BOGUNIEWICZ,DENVER,CO,80206,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,3200.0,10/27/2021,832527951,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,208375.0,1609098623.0,EVAN,DELLON,CHAPEL HILL,NC,27599,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,188.55,10/13/2021,793082107,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30024.0,11263.0,ST. JOSEPHS HOSPITAL & MEDICAL CTR,Not available,Not available,Not available,Not available,GLENDALE,AZ,85305,Not available,Not available,85.0,04/09/2021,835925959,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330285.0,10135.0,Strong Memorial Hospital,Not available,Not available,Not available,Not available,ROCHESTER,NY,14642,Not available,Not available,1529.0,03/16/2021,800994731,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,797131.0,1245299379.0,AMIT,PANDYA,MOUNTAIN VIEW,CA,94040,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,3200.0,12/17/2021,832529179,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190036.0,10978.0,OCHSNER CLINIC FOUNDATION,Not available,Not available,Not available,Not available,New Orleans,LA,70121,Not available,Not available,6860.04,11/23/2021,832851961,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100087.0,10843.0,SARASOTA MEMORIAL HOSPITAL,Not available,Not available,Not available,Not available,Sarasota,FL,34239,Not available,Not available,22700.0,12/03/2021,848750621,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,9765.0,1205898681.0,WILLIAM,MAXWELL,FRESNO,CA,93720,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,309.9,11/24/2021,807672735,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,231201.0,1093828311.0,KHALED,TOLBA,SEATTLE,WA,98109,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,655.88,06/07/2021,835902117,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,909.0,06/10/2021,800997069,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,280040.0,10660.0,NEBRASKA METHODIST HOSPITAL,Not available,Not available,Not available,Not available,Omaha,NE,68114,Not available,Not available,109.8,07/28/2021,793088629,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,8.95,07/09/2021,835064599,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,170122.0,10684.0,VIA CHRISTI HOSPITAL WICHITA,Not available,Not available,Not available,Not available,Wichita,KS,67214,Not available,Not available,35482.0,07/14/2021,838907007,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,9.99,09/03/2021,811903785,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,270051.0,10252.0,Kalispell Regional Medical Center,Not available,Not available,Not available,Not available,KALISPELL,MT,59901,Not available,Not available,84.5,09/14/2021,843806403,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,453300.0,11046.0,COOK CHILDRENS MEDICAL CENTER,Not available,Not available,Not available,Not available,Fort Worth,TX,76104,Not available,Not available,2487.09,01/28/2021,792396965,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,43723.0,1952366072.0,JOHN,KEGGI,MIDDLEBURY,CT,06762,Medical Doctor,Allopathic & Osteopathic Physicians|Orthopaedic Surgery,4800.0,04/27/2021,855325351,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,ANN ARBOR,MI,48109,Not available,Not available,400.0,09/07/2021,800043701,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,116924.0,1598704371.0,BRADLEY,HINES,MEMPHIS,TN,38111,Doctor of Optometry,Eye and Vision Services Providers|Optometrist,585.0,06/03/2021,807651637,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,Emory University Hospital,Not available,Not available,Not available,Not available,PORT ORANGE,FL,32128,Not available,Not available,292.5,09/07/2021,800044535,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,14171.0,09/02/2021,851687937,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,UNIV OF MI HOSPITALS & HLTH CTRS,Not available,Not available,Not available,Not available,Ann Arbor,MI,48109,Not available,Not available,34.0,07/06/2021,816670451,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,EMORY UNIVERSITY HOSPITAL,Not available,Not available,Not available,Not available,ATLANTA,GA,30329,Not available,Not available,6562.14,11/15/2021,834096327,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,Karmanos Cancer Hospital,Not available,Not available,Not available,Not available,Detroit,MI,48201,Not available,Not available,6640.0,07/14/2021,848744711,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360085.0,10339.0,The Ohio State University Hospital,Not available,Not available,Not available,Not available,Columbus,OH,43202,Not available,Not available,80.14,02/01/2021,827025355,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,University Of Alabama Hospital,Not available,Not available,Not available,Not available,BIRMINGHAM,AL,35249,Not available,Not available,475.0,02/01/2021,851396891,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1272792.0,1962676619.0,JOSEPH,FEUERSTEIN,BOSTON,MA,02215,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,400.0,12/21/2021,793082375,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,470003.0,9973.0,UNIVERSITY OF VERMONT MEDICAL CENTER,Not available,Not available,Not available,Not available,Burlington,VT,05401,Not available,Not available,91204.42,12/31/2021,848748293,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,2594.45,01/12/2021,831052213,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490007.0,10738.0,Sentara Norfolk General Hospital,Not available,Not available,Not available,Not available,Norfolk,VA,23507,Not available,Not available,5938.75,01/20/2021,827566375,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190005.0,10283.0,University Medical Ctr. At New Orlea,Not available,Not available,Not available,Not available,New Orleans,LA,70112,Not available,Not available,2000.0,07/21/2021,831592303,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,64729.0,1427080571.0,JOHN,FARRAR,PHILADELPHIA,PA,19104,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,780.0,12/20/2021,832530403,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,330483.0,1285843672.0,MICHAEL,CALLAGHAN,DETROIT,MI,48201,Medical Doctor,Allopathic & Osteopathic Physicians|Pediatrics|Pediatric Hematology-Oncology,2578.77,03/31/2021,835903025,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,393303.0,10215.0,THE CHILDRENS HOSPITAL OF PHILADELP,Not available,Not available,Not available,Not available,Philadelphia,PA,19104,Not available,Not available,5206.5,06/22/2021,842672193,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,OHSU HOSPITAL AND CLINICS,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,282.62,03/12/2021,793088897,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,306129.0,1750447660.0,RISHI,SINGH,CLEVELAND,OH,44195,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,1055.0,04/19/2021,835903875,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390006.0,10257.0,Geisinger Medical Center,Not available,Not available,Not available,Not available,Danville,PA,17821,Not available,Not available,19.5,03/17/2021,811843497,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,325.0,08/10/2021,781379901,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,1500.0,05/11/2021,816654107,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490059.0,10735.0,St. Marys Hospital,Not available,Not available,Not available,Not available,RICHMOND,VA,23226,Not available,Not available,1106.43,08/03/2021,800044913,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390028.0,10267.0,Upmc Mercy Hospital,Not available,Not available,Not available,Not available,Pittsburgh,PA,15219,Not available,Not available,2.55,02/04/2021,811333673,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,EMORY UNIVERSITY HOSPITAL,Not available,Not available,Not available,Not available,Atlanta,GA,30329,Not available,Not available,787.9,03/02/2021,816654575,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380007.0,11204.0,Legacy Emanuel Hospital & Health Ctr,Not available,Not available,Not available,Not available,PORTLAND,OR,97232,Not available,Not available,4576.49,05/11/2021,843807179,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363300.0,10334.0,Childrens Hospital Medical Center,Not available,Not available,Not available,Not available,Cincinnati,OH,45229,Not available,Not available,3527.0,01/28/2021,849457027,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,63301.0,11125.0,CHILDRENS HOSPITAL COLORADO,Not available,Not available,Not available,Not available,Aurora,CO,80011,Not available,Not available,1085.0,04/30/2021,792397415,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,HOSPITAL OF THE UNIV OF PENNA,Not available,Not available,Not available,Not available,Phila,PA,19104,Not available,Not available,3010.0,12/13/2021,851688143,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,11.38,09/03/2021,811884173,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,RONALD REAGAN UCLA,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,170280.0,12/06/2021,851688351,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,University Of Alabama Hospital,Not available,Not available,Not available,Not available,BIRMINGHAM,AL,35249,Not available,Not available,630.0,09/26/2021,851397105,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,9846.0,04/12/2021,851688553,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50696.0,11289.0,Keck Hospital Of Usc,Not available,Not available,Not available,Not available,Los Angeles,CA,90033,Not available,Not available,13650.0,07/12/2021,789098439,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,Ronald Reagan Ucla,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,1977.0,02/25/2021,835059001,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50348.0,11307.0,Uci Medical Center,Not available,Not available,Not available,Not available,ORANGE,CA,92868,Not available,Not available,13.0,02/08/2021,851397211,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,97078.0,1154346963.0,JADE,HOMSI,DALLAS,TX,75235,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,159.25,01/25/2021,793082633,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,Ohsu Hospital And Clinics,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,7866.0,05/07/2021,835062411,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1458973.0,1306139597.0,TIFFANY,FISHER,HERSHEY,PA,17033,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,50.0,02/08/2021,851400279,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,42.36,08/09/2021,831052975,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380061.0,11205.0,Providence Portland Medical Center,Not available,Not available,Not available,Not available,PORTLAND,OR,97214,Not available,Not available,2800.0,01/19/2021,819884383,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100258.0,11062.0,Delray Medical Center,Not available,Not available,Not available,Not available,DELRAY BEACH,FL,33484,Not available,Not available,6438.13,10/22/2021,800994919,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,76260.0,1679554505.0,LUZ,FONACIER,MINEOLA,NY,11501,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Allergy & Immunology,940.0,10/02/2021,832531675,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,782.0,1023282514.0,MELHEM,SOLH,ATLANTA,GA,30342,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,620.0,09/11/2021,832561329,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,33302.0,11161.0,PHOENIX CHILDRENS HOSPITAL,Not available,Not available,Not available,Not available,Phoenix,AZ,85016,Not available,Not available,2175.0,08/19/2021,793089153,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230038.0,10508.0,Spectrum Health  Hospitals,Not available,Not available,Not available,Not available,Grand Rapids,MI,49503,Not available,Not available,8.95,07/09/2021,835064783,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1081628.0,1235206285.0,EHAB,ATALLAH,MILWAUKEE,WI,53226,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,65.43,07/26/2021,801077521,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,470003.0,9973.0,University Of Vermont Medical Center,Not available,Not available,Not available,Not available,Burlington,VT,05401,Not available,Not available,1103.96,04/14/2021,796699797,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,Emory University Hospital,Not available,Not available,Not available,Not available,ATLANTA,GA,30329,Not available,Not available,1296.0,10/01/2021,806342165,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220031.0,9996.0,Boston Medical Center,Not available,Not available,Not available,Not available,EAST BOSTON,MA,02128,Not available,Not available,10561.25,08/09/2021,807111741,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500025.0,11175.0,Swedish Medical Center Cherry Hill,Not available,Not available,Not available,Not available,SEATTLE,WA,98124,Not available,Not available,8286.69,05/17/2021,800045699,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440104.0,10917.0,ERLANGER MEDICAL CENTER,Not available,Not available,Not available,Not available,Chattanooga,TN,37403,Not available,Not available,15000.0,02/24/2021,837560349,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340141.0,10765.0,New Hanover Regional Medical Center,Not available,Not available,Not available,Not available,WILMINGTON,NC,28401,Not available,Not available,20.8,07/13/2021,843807373,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220077.0,9993.0,Baystate Medical Center,Not available,Not available,Not available,Not available,Springfield,MA,01199,Not available,Not available,3575.0,09/15/2021,837669561,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310001.0,10178.0,HACKENSACK UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,Hackensack,NJ,07601,Not available,Not available,16226.0,04/30/2021,816655893,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,12500.0,04/30/2021,843872437,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,UNIVERSITY OF ALABAMA HOSPITAL,Not available,Not available,Not available,Not available,Birmingham,AL,35249,Not available,Not available,76978.13,03/18/2021,816672231,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,110.5,10/13/2021,843818575,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,490009.0,10745.0,University Of Virginia Medical Cente,Not available,Not available,Not available,Not available,Charlottesville,VA,22908,Not available,Not available,3559.0,10/05/2021,789099335,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,406726.0,1538167242.0,RUSSELL,COHEN,OCEANSIDE,NY,11572,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,1720.0,09/29/2021,792403263,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,310015.0,10713.0,Morristown Medical Center,Not available,Not available,Not available,Not available,Morristown,NJ,07960,Not available,Not available,45656.01,06/14/2021,843872697,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,400016.0,10952.0,Auxilio Mutuo Hospital,Not available,Not available,Not available,Not available,San Juan,PR,00919,Not available,Not available,847.36,05/10/2021,836178507,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,884960.0,1346216157.0,DANIEL,LABOW,NEW YORK,NY,10029,Medical Doctor,Allopathic & Osteopathic Physicians|Surgery|Surgical Oncology,213.67,04/10/2021,793082895,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,140119.0,10441.0,Rush University Medical Center,Not available,Not available,Not available,Not available,Chicago,IL,60612,Not available,Not available,29032.58,02/04/2021,826480631,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,Ohsu Hospital And Clinics,Not available,Not available,Not available,Not available,PORTLAND,OR,97239,Not available,Not available,13232.34,02/09/2021,819884687,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,420027.0,10777.0,Anmed Health,Not available,Not available,Not available,Not available,ANDERSON,SC,29621,Not available,Not available,48.75,06/08/2021,843833967,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,70034.0,10026.0,NORWALK HOSPITAL,Not available,Not available,Not available,Not available,Norwalk,CT,06856,Not available,Not available,50735.84,10/13/2021,832533015,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,716637.0,1407152283.0,DANIELE,MARIN,DURHAM,NC,27705,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,10425.0,04/22/2021,793083161,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,9765.0,1205898681.0,WILLIAM,MAXWELL,FRESNO,CA,93720,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,309.9,10/13/2021,807667591,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,31926.0,1700996931.0,STEPHEN,HAUSER,SAN FRANCISCO,CA,94143,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine,673.38,04/30/2021,835904691,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,NASHVILLE,TN,37232,Not available,Not available,634.0,04/20/2021,781380193,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,444318.0,1841216157.0,MICHAEL,TOMASSON,IOWA CITY,IA,52242,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine,620.0,09/11/2021,832562493,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,410007.0,10008.0,RHODE ISLAND HOSPITAL,Not available,Not available,Not available,Not available,Providence,RI,02914,Not available,Not available,18519.0,09/23/2021,793089409,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,288584.0,1366546780.0,JEFFREY,HOLZBEIERLEIN,KANSAS CITY,KS,66160,Medical Doctor,Allopathic & Osteopathic Physicians|Urology,767.5,12/31/2021,801077783,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,Iowa City,IA,52242,Not available,Not available,4382.5,03/25/2021,796700053,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,305035.2,07/06/2021,786496871,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54009.0,11327.0,Resnick Neuropsychiatric Hospital At,Not available,Not available,Not available,Not available,LOS ANGELES,CA,90095,Not available,Not available,29141.99,11/04/2021,819684739,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,300000.0,10/21/2021,807114343,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50008.0,11217.0,Cpmc-R.K. Davies Medical Center,Not available,Not available,Not available,Not available,SAN FRANCISCO,CA,94115,Not available,Not available,650.0,06/07/2021,800047371,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50760.0,11221.0,KFH - ANTIOCH,Not available,Not available,Not available,Not available,Antioch,CA,94531,Not available,Not available,232337.34,07/26/2021,832781513,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,223302.0,9992.0,CHILDRENS HOSPITAL CORPORATION,Not available,Not available,Not available,Not available,Boston,MA,02115,Not available,Not available,8957.9,07/06/2021,849319507,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,RONALD REAGAN UCLA,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,1182.21,08/03/2021,849320017,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50696.0,11289.0,Keck Hospital Of Usc,Not available,Not available,Not available,Not available,Los Angeles,CA,90033,Not available,Not available,250.0,07/26/2021,805881639,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,464009.0,11166.0,U OF UTAH NEUROPSYCHIATRIC INSTITUTE,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,16620.4,07/14/2021,792398155,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390028.0,10267.0,Upmc Mercy Hospital,Not available,Not available,Not available,Not available,Pittsburgh,PA,15219,Not available,Not available,4.5,11/19/2021,811784561,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,UNIVERSITY OF ALABAMA HOSPITAL,Not available,Not available,Not available,Not available,Birmingham,AL,35249,Not available,Not available,10350.0,06/29/2021,816672697,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,Massachusetts General Hospital,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,325.76,12/14/2021,843819171,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,Ohsu Hospital And Clinics,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,1765.58,05/19/2021,843872955,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50599.0,11287.0,UC DAVIS MEDICAL CENTER,Not available,Not available,Not available,Not available,Sacramento,CA,95817,Not available,Not available,24479.28,04/02/2021,832825995,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,50.0,04/05/2021,851397529,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100271.0,10837.0,Moffitt Cancer Center,Not available,Not available,Not available,Not available,TAMPA,FL,33612,Not available,Not available,267.96,04/08/2021,831054493,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,863789.0,1598747164.0,KAMAL,PATEL,LITTLE ROCK,AR,72205,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,940.0,12/10/2021,832534291,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1103944.0,1013080621.0,RIZWANA,MOHSENI,LAKE FOREST,CA,92630,Doctor of Osteopathy,Allopathic & Osteopathic Physicians|Family Medicine,122.35,09/23/2021,793083435,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50348.0,11307.0,UCI MEDICAL CENTER,Not available,Not available,Not available,Not available,Orange,CA,92868,Not available,Not available,91208.7,12/31/2021,848748699,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230130.0,10522.0,William Beaumont Hospital- Royal Oak,Not available,Not available,Not available,Not available,Royal Oak,MI,48073,Not available,Not available,43516.0,04/02/2021,840548981,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,296494.0,1538268438.0,FADI,BRAITEH,LAS VEGAS,NV,89169,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,780.0,04/30/2021,832535539,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363300.0,10334.0,Childrens Hospital Medical Center,Not available,Not available,Not available,Not available,CINCINNATI,OH,45229,Not available,Not available,750.0,12/17/2021,831072527,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,55915.0,1245296409.0,THOMAS,REID,DAYTON,OH,45409,Medical Doctor,Allopathic & Osteopathic Physicians|Obstetrics & Gynecology|Gynecologic Oncology,206.85,03/31/2021,835905493,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,26119.0,1588677736.0,HENRY,TRAYLOR,WILMINGTON,NC,28401,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine,6.5,08/04/2021,810917157,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,83777.0,1841278678.0,AXEL,GROTHEY,GERMANTOWN,TN,38138,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,3200.0,06/29/2021,832563685,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100087.0,10843.0,SARASOTA MEMORIAL HOSPITAL,Not available,Not available,Not available,Not available,Sarasota,FL,34239,Not available,Not available,3778.0,04/08/2021,793089665,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,931148.0,1952301632.0,LUIS,OSTROSKY,HOUSTON,TX,77030,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Infectious Disease,594.77,06/23/2021,801078045,2021,01/20/2023
